Symbol,Name,LastSale,MarketCap,Sector,Industry
SCI,Service Corporation International,23.47,4573866622,Consumer Services,Other Consumer Services
LYV,"Live Nation Entertainment, Inc.",22.6,4575588000,Consumer Services,Services-Misc. Amusement & Recreation
BKFS,"Black Knight Financial Services, Inc.",29.74,4577869575,Technology,Computer Software: Prepackaged Software
SSS,"Sovran Self Storage, Inc.",116.34,4583760051,Consumer Services,Real Estate Investment Trusts
ERJ,Embraer-Empresa Brasileira de Aeronautica,24.99,4601240642,Capital Goods,Aerospace
SGEN,"Seattle Genetics, Inc.",32.99,4616385909,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GGG,Graco Inc.,83.8,4618711498,Capital Goods,Fluid Controls
WSO,"Watsco, Inc.",130.78,4620940109,Consumer Durables,Industrial Machinery/Components
TTC,Toro Company (The),84.94,4625126973,Capital Goods,Tools/Hardware
MTN,"Vail Resorts, Inc.",127.98,4639558732,Consumer Services,Services-Misc. Amusement & Recreation
MKTX,"MarketAxess Holdings, Inc.",123.68,4640784655,Finance,Investment Bankers/Brokers/Service
EWBC,"East West Bancorp, Inc.",32.25,4641350534,Finance,Major Banks
WRI,Weingarten Realty Investors,37.53,4651881893,Consumer Services,Real Estate Investment Trusts
KEYS,Keysight Technologies Inc.,27.25,4668220036,Capital Goods,Industrial Machinery/Components
OA,"Orbital ATK, Inc.",79.43,4672769201,Capital Goods,Military/Government/Technical
NEU,NewMarket Corporation,394.55,4675251394,Basic Industries,Major Chemicals
WST,"West Pharmaceutical Services, Inc.",64.75,4683595161,Basic Industries,Specialty Chemicals
BUFF,"Blue Buffalo Pet Products, Inc.",23.93,4695463142,Consumer Non-Durables,Packaged Foods
ESRT,"Empire State Realty Trust, Inc.",17.14,4703764651,Consumer Services,Real Estate Investment Trusts
HTZ,"Hertz Global Holdings, Inc",11.11,4709748756,Consumer Services,Rental/Leasing Companies
AMCX,AMC Networks Inc.,65.24,4723000152,Consumer Services,Television Services
TRU,TransUnion,26.04,4749298135,Finance,Finance: Consumer Services
SBH,"Sally Beauty Holdings, Inc.",32.56,4759571048,Consumer Services,Other Specialty Stores
ORI,Old Republic International Corporation,18.18,4764109814,Finance,Property-Casualty Insurers
LPT,Liberty Property Trust,32.63,4770912374,Consumer Services,Real Estate Investment Trusts
HNT,Health Net Inc.,61.48,4772919937,Health Care,Medical Specialities
ACM,AECOM,31.47,4802648533,Consumer Services,Military/Government/Technical
THS,"Treehouse Foods, Inc.",85.21,4805438997,Consumer Non-Durables,Packaged Foods
CLB,Core Laboratories N.V.,113.59,4813534140,Energy,Oilfield Services/Equipment
EPC,"Energizer Holdings, Inc.",81.3,4825721336,Consumer Non-Durables,Package Goods/Cosmetics
BEAV,"B/E Aerospace, Inc.",47.27,4826752841,Consumer Durables,Industrial Specialties
TOL,Toll Brothers Inc.,28.78,4850178280,Capital Goods,Homebuilding
TRGP,"Targa Resources, Inc.",30.23,4853833517,Public Utilities,Natural Gas Distribution
ATR,"AptarGroup, Inc.",77.26,4855222289,Consumer Non-Durables,Plastic Products
DXCM,"DexCom, Inc.",59.4,4855405124,Health Care,Medical/Dental Instruments
BRO,"Brown & Brown, Inc.",35.03,4855747135,Finance,Specialty Insurers
PNY,"Piedmont Natural Gas Company, Inc.",60,4864571940,Public Utilities,Oil/Gas Transmission
SRC,"Spirit Realty Capital, Inc.",11.03,4873268467,Consumer Services,Building operators
GXP,Great Plains Energy Inc,31.65,4887231648,Public Utilities,Electric Utilities: Central
SIX,Six Flags Entertainment Corporation New,53.5,4899433754,Consumer Services,Services-Misc. Amusement & Recreation
YNDX,Yandex N.V.,15.41,4914524084,Technology,"Computer Software: Programming, Data Processing"
IPGP,IPG Photonics Corporation,92.96,4916443753,Technology,Semiconductors
ALNY,"Alnylam Pharmaceuticals, Inc.",57.84,4924416740,Health Care,Major Pharmaceuticals
SON,Sonoco Products Company,48.89,4935995904,Consumer Durables,Containers/Packaging
PBCT,"People&#39;s United Financial, Inc.",15.94,4948421076,Finance,Savings Institutions
RNR,RenaissanceRe Holdings Ltd.,114.8,4953001802,Finance,Property-Casualty Insurers
SERV,"ServiceMaster Global Holdings, Inc.",36.55,4955286681,Consumer Services,Other Consumer Services
FTNT,"Fortinet, Inc.",28.99,4974788683,Technology,Computer peripheral equipment
SIVB,SVB Financial Group,96.61,4986417140,Finance,Major Banks
RLGY,Realogy Holdings Corp.,33.99,4988129066,Finance,Real Estate
GRA,W.R. Grace & Co.,70.87,4999059597,Basic Industries,Major Chemicals
SCZ,iShares MSCI EAFE Small-Cap ETF,49.6,4999680000,n/a,n/a
QGEN,Qiagen N.V.,21.46,5000303953,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WSM,"Williams-Sonoma, Inc.",55.74,5007892464,Consumer Services,Home Furnishings
TFSL,TFS Financial Corporation,17.42,5026669577,Finance,Savings Institutions
RS,Reliance Steel & Aluminum Co.,70.13,5039903320,Basic Industries,Metal Fabrications
GDDY,GoDaddy Inc.,32.01,5049246869,Technology,EDP Services
TCK,Teck Resources Ltd,8.91,5051075828,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ATHN,"athenahealth, Inc.",129.96,5062888629,Miscellaneous,Business Services
MELI,"MercadoLibre, Inc.",114.92,5074505662,Miscellaneous,Business Services
AN,"AutoNation, Inc.",47.42,5084601296,Consumer Durables,Automotive Aftermarket
AIZ,"Assurant, Inc.",78.5,5085022525,Finance,Accident &Health Insurance
PNRA,Panera Bread Company,209.71,5112115769,Consumer Services,Restaurants
STM,STMicroelectronics N.V.,5.82,5112907696,Technology,Semiconductors
ZION,Zions Bancorporation,25.01,5114715693,Finance,Major Banks
BMS,"Bemis Company, Inc.",54.08,5120678584,Consumer Durables,Containers/Packaging
LAZ,Lazard Ltd.,39.56,5133546560,Finance,Investment Managers
FBR,Fibria Celulose S.A.,9.31,5157131554,Basic Industries,Paper
ULTI,"The Ultimate Software Group, Inc.",178.87,5159838921,Technology,Computer Software: Prepackaged Software
PSXP,Phillips 66 Partners LP,62.69,5171159680,Energy,Natural Gas Distribution
KAR,"KAR Auction Services, Inc",37.76,5174859339,Consumer Durables,Automotive Aftermarket
SKX,"Skechers U.S.A., Inc.",33.11,5176029152,Consumer Non-Durables,Shoe Manufacturing
TLT,iShares 20+ Year Treasury Bond ETF,128.79,5177358000,n/a,n/a
N,Netsuite Inc,64.76,5179741822,Technology,Computer Software: Prepackaged Software
TEAM,Atlassian Corporation Plc,24.42,5186662848,Technology,Computer Software: Prepackaged Software
AXS,Axis Capital Holdings Limited,54.68,5189813203,Finance,Property-Casualty Insurers
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",48.18,5203440000,Basic Industries,Major Chemicals
JLL,Jones Lang LaSalle Incorporated,115.6,5211844496,Finance,Real Estate
PKI,"PerkinElmer, Inc.",47.51,5216079856,Capital Goods,Biotechnology: Laboratory Analytical Instruments
CPN,Calpine Corporation,14.66,5228645070,Public Utilities,Electric Utilities: Central
CCJ,Cameco Corporation,13.22,5232377141,Basic Industries,Precious Metals
ECA,Encana Corporation,6.17,5243253481,Energy,Oil & Gas Production
CPL,CPFL Energia S.A.,10.57,5248080121,Public Utilities,Electric Utilities: Central
TGNA,TEGNA Inc.,24.01,5275481210,Consumer Services,Broadcasting
COMM,"CommScope Holding Company, Inc.",27.57,5279385090,Technology,Radio And Television Broadcasting And Communications Equipment
MIC,Macquarie Infrastructure Company,65.96,5282370784,Energy,Oil Refining/Marketing
UMC,United Microelectronics Corporation,2.1,5299045920,Technology,Semiconductors
MRVL,Marvell Technology Group Ltd.,10.27,5315752000,Technology,Semiconductors
SHLX,"Shell Midstream Partners, L.P.",35.03,5319040813,Energy,Natural Gas Distribution
PF,"Pinnacle Foods, Inc.",45.61,5319351723,Consumer Non-Durables,Packaged Foods
ACH,Aluminum Corporation of China Limited,8.93,5323636726,Basic Industries,Aluminum
CRI,"Carter&#39;s, Inc.",102.92,5325760484,Consumer Non-Durables,Apparel
OC,Owens Corning Inc,46.14,5331040285,Capital Goods,Industrial Machinery/Components
UTHR,United Therapeutics Corporation,118.02,5352531083,Health Care,Major Pharmaceuticals
STLD,"Steel Dynamics, Inc.",22.06,5364697698,Basic Industries,Steel/Iron Ore
DKS,Dick&#39;s Sporting Goods Inc,46.69,5368520412,Consumer Services,Other Specialty Stores
AU,AngloGold Ashanti Limited,13.26,5372985123,Basic Industries,Precious Metals
JEC,Jacobs Engineering Group Inc.,43.86,5374473653,Basic Industries,Military/Government/Technical
YOKU,Youku Tudou Inc.,27.48,5376630507,Technology,Radio And Television Broadcasting And Communications Equipment
IM,Ingram Micro Inc.,36.24,5376634060,Technology,Retail: Computer Software & Peripheral Equipment
TSU,TIM Participacoes S.A.,11.11,5377765703,Public Utilities,Telecommunications Equipment
CBOE,"CBOE Holdings, Inc.",65.88,5388678646,Finance,Investment Bankers/Brokers/Service
PKG,Packaging Corporation of America,57.29,5399682700,Consumer Durables,Containers/Packaging
SQM,Sociedad Quimica y Minera S.A.,20.54,5406056603,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ALGN,"Align Technology, Inc.",68.47,5451967571,Health Care,Industrial Specialties
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,86.03,5488714000,n/a,n/a
NFX,Newfield Exploration Company,33.72,5517715921,Energy,Oil & Gas Production
FMC,FMC Corporation,41.31,5521320148,Basic Industries,Major Chemicals
FANG,"Diamondback Energy, Inc.",77.49,5532556707,Energy,Oil & Gas Production
PAGP,"Plains Group Holdings, L.P.",8.92,5539097321,Energy,Natural Gas Distribution
KRC,Kilroy Realty Corporation,60.19,5554066017,Consumer Services,Real Estate Investment Trusts
WF,Woori Bank,24.77,5558976089,Finance,Commercial Banks
POM,"PEPCO Holdings, Inc.",21.87,5562431634,Public Utilities,Power Generation
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",86.34,5570225100,Transportation,Aerospace
ARW,"Arrow Electronics, Inc.",61.83,5623026960,Consumer Non-Durables,Electronic Components
G,Genpact Limited,26.71,5623661143,Consumer Services,Professional Services
ICL,Israel Chemicals Shs,4.43,5648757997,Basic Industries,Agricultural Chemicals
OGE,OGE Energy Corporation,28.3,5651587910,Public Utilities,Electric Utilities: Central
CG,The Carlyle Group L.P.,17.03,5663089834,Finance,Investment Managers
RHI,Robert Half International Inc.,43.18,5663351833,Technology,Professional Services
EDU,"New Oriental Education & Technology Group, Inc.",35.99,5677734389,Consumer Services,Other Consumer Services
WTR,"Aqua America, Inc.",32.13,5688370191,Public Utilities,Water Supply
AVT,"Avnet, Inc.",43.34,5689063369,Consumer Non-Durables,Electronic Components
STE,STERIS plc,66.29,5694210504,Health Care,Industrial Specialties
RRC,Range Resources Corporation,33.62,5701468713,Energy,Oil & Gas Production
CUBE,CubeSmart,32.48,5707655736,Consumer Services,Real Estate Investment Trusts
HLF,Herbalife LTD.,61.65,5713327625,Health Care,Other Pharmaceuticals
MAN,ManpowerGroup,79.06,5715624832,Technology,Professional Services
LUK,Leucadia National Corporation,15.79,5719821012,Consumer Non-Durables,Meat/Poultry/Fish
MIK,"The Michaels Companies, Inc.",27.44,5733937695,Consumer Services,Recreational Products/Toys
URI,"United Rentals, Inc.",63.37,5764783412,Technology,Diversified Commercial Services
HUBB,Hubbell Inc,102.48,5814329568,Capital Goods,Electrical Products
MDVN,"Medivation, Inc.",35.42,5817151526,Health Care,Major Pharmaceuticals
ODFL,"Old Dominion Freight Line, Inc.",69.5,5825393326,Transportation,Trucking Freight/Courier Services
MD,"Mednax, Inc",62.12,5826913213,Health Care,Hospital/Nursing Management
MIDD,The Middleby Corporation,102.45,5871008101,Technology,Industrial Machinery/Components
EQM,"EQT Midstream Partners, LP",75.78,5874479316,Public Utilities,Natural Gas Distribution
BAK,Braskem S.A.,14.75,5879831942,Basic Industries,Major Chemicals
LBRDK,Liberty Broadband Corporation,57.09,5898360736,Consumer Services,Television Services
LBRDA,Liberty Broadband Corporation,57.11,5900427074,Consumer Services,Television Services
LII,"Lennox International, Inc.",132.31,5914353586,Capital Goods,Industrial Machinery/Components
NUAN,"Nuance Communications, Inc.",19.44,5918435528,Technology,Computer Software: Prepackaged Software
TARO,Taro Pharmaceutical Industries Ltd.,138.59,5936263305,Health Care,Major Pharmaceuticals
RPM,RPM International Inc.,44.69,5936280760,Basic Industries,Paints/Coatings
TRQ,Turquoise Hill Resources Ltd.,2.95,5936327684,Basic Industries,Precious Metals
BPY,Brookfield Property Partners L.P.,22.74,5951673094,Finance,Real Estate
MRKT,Markit Ltd.,29.58,5975348661,Finance,Investment Bankers/Brokers/Service
MNK,Mallinckrodt plc,53.42,5978492142,Health Care,Major Pharmaceuticals
FLS,Flowserve Corporation,45.98,5980600116,Capital Goods,Fluid Controls
WFT,Weatherford International plc,7.68,5986495073,Energy,Metal Fabrications
OPK,Opko Health Inc,10.99,5997208371,Health Care,Major Pharmaceuticals
ZAYO,"Zayo Group Holdings, Inc.",24.61,6001312821,Public Utilities,Telecommunications Equipment
WBC,Wabco Holdings Inc.,105.87,6013977429,Capital Goods,Auto Manufacturing
CSGP,"CoStar Group, Inc.",185.83,6041990395,Miscellaneous,Business Services
TFX,Teleflex Incorporated,145.6,6060144126,Health Care,Medical/Dental Instruments
ROL,"Rollins, Inc.",27.7,6060938887,Finance,Diversified Commercial Services
HRB,"H&R Block, Inc.",27.01,6061197282,Consumer Services,Other Consumer Services
ACWI,iShares MSCI ACWI Index Fund,55.89,6069654000,n/a,n/a
ZNH,China Southern Airlines Company Limited,30.92,6071183433,Transportation,Air Freight/Delivery Services
OTEX,Open Text Corporation,50.22,6083085574,Technology,EDP Services
WES,"Western Gas Partners, LP",43.71,6118911628,Public Utilities,Natural Gas Distribution
ACC,American Campus Communities Inc,46.97,6120239473,Consumer Services,Real Estate Investment Trusts
SPLK,Splunk Inc.,47.27,6131140744,Technology,Computer Software: Prepackaged Software
IEX,IDEX Corporation,80.87,6140410335,Capital Goods,Fluid Controls
IBB,iShares Nasdaq Biotechnology Index Fund,247.09,6164895500,n/a,n/a
AFG,"American Financial Group, Inc.",71.24,6168793278,Finance,Property-Casualty Insurers
FTR,Frontier Communications Corporation,5.29,6179666910,Public Utilities,Telecommunications Equipment
ELS,"Equity Lifestyle Properties, Inc.",73.07,6181263705,Consumer Services,Real Estate Investment Trusts
ALLE,Allegion plc,64.37,6185789638,Consumer Services,Diversified Commercial Services
FDS,FactSet Research Systems Inc.,150.69,6207038638,Technology,"Computer Software: Programming, Data Processing"
AVY,Avery Dennison Corporation,69.8,6242270887,Consumer Durables,Containers/Packaging
TRMB,Trimble Navigation Limited,24.9,6247419014,Capital Goods,Industrial Machinery/Components
HAR,"Harman International Industries, Incorporated",87.84,6249155795,Consumer Non-Durables,Consumer Electronics/Appliances
CSL,Carlisle Companies Incorporated,97.54,6261524897,Basic Industries,Specialty Chemicals
FTI,"FMC Technologies, Inc.",27.6,6262615067,Energy,Metal Fabrications
RGA,"Reinsurance Group of America, Incorporated",96.06,6264226104,Finance,Life Insurance
SSNC,"SS&C Technologies Holdings, Inc.",62.02,6292438742,Technology,Computer Software: Prepackaged Software
AGNC,American Capital Agency Corp.,18.67,6300498080,Consumer Services,Real Estate Investment Trusts
WLK,Westlake Chemical Corporation,48.39,6301265763,Basic Industries,Major Chemicals
HFC,HollyFrontier Corporation,35.71,6303479385,Energy,Integrated oil Companies
ST,Sensata Technologies Holding N.V.,37.12,6323194559,Capital Goods,Industrial Machinery/Components
JHX,James Hardie Industries plc.,14.23,6338865647,Capital Goods,Building Materials
OKE,"ONEOK, Inc.",30.22,6345889066,Public Utilities,Oil & Gas Production
AIV,Apartment Investment and Management Company,40.53,6346988881,Consumer Services,Real Estate Investment Trusts
EQGP,"EQT GP Holdings, LP",23.85,6348035250,Public Utilities,Natural Gas Distribution
H,Hyatt Hotels Corporation,46.87,6358024098,Consumer Services,Hotels/Resorts
HDS,"HD Supply Holdings, Inc.",31.8,6364339269,Consumer Services,Office Equipment/Supplies/Services
SPR,"Spirit Aerosystems Holdings, Inc.",46.97,6365452417,Capital Goods,Military/Government/Technical
DDR,DDR Corp.,17.43,6367380717,Consumer Services,Real Estate Investment Trusts
SPB           ,"Spectrum Brands Holdings, Inc.",107.35,6375037612,Miscellaneous,Industrial Machinery/Components
JBLU,JetBlue Airways Corporation,19.87,6379840048,Transportation,Air Freight/Delivery Services
PPC,Pilgrim&#39;s Pride Corporation,25.06,6385871547,Consumer Non-Durables,Meat/Poultry/Fish
SPLS,"Staples, Inc.",9.89,6386536948,Consumer Services,Other Specialty Stores
WPC,W.P. Carey Inc.,61.18,6395105633,Consumer Services,Real Estate Investment Trusts
PII,Polaris Industries Inc.,98.56,6402093716,Capital Goods,Industrial Specialties
PHM,"PulteGroup, Inc.",18.37,6413855208,Capital Goods,Homebuilding
HII,"Huntington Ingalls Industries, Inc.",137.58,6440781285,Capital Goods,Marine Transportation
FLEX,Flextronics International Ltd.,11.77,6456851147,Technology,Electrical Products
NNN,National Retail Properties,45.87,6469787451,Consumer Services,Real Estate Investment Trusts
CEA,China Eastern Airlines Corporation Ltd.,25.58,6484155944,Transportation,Air Freight/Delivery Services
ITC,ITC Holdings Corp.,42.48,6487351636,Public Utilities,Electric Utilities: Central
TE,"TECO Energy, Inc.",27.55,6487881740,Public Utilities,Electric Utilities: Central
VOYA,"Voya Financial, Inc.",31.27,6512801996,Finance,Life Insurance
BIP,Brookfield Infrastructure Partners LP,40.25,6527069001,Consumer Services,Marine Transportation
LEG,"Leggett & Platt, Incorporated",48.13,6530996403,Consumer Durables,Home Furnishings
JKHY,"Jack Henry & Associates, Inc.",82.86,6534481042,Technology,EDP Services
OHI,"Omega Healthcare Investors, Inc.",34.78,6543222369,Consumer Services,Real Estate Investment Trusts
DPZ,Domino&#39;s Pizza Inc,131.27,6544337074,Consumer Non-Durables,Food Distributors
ARE,"Alexandria Real Estate Equities, Inc.",89.34,6555576494,Consumer Services,Real Estate Investment Trusts
AOS,Smith (A.O.) Corporation,75.11,6594613535,Consumer Durables,Consumer Electronics/Appliances
SEIC,SEI Investments Company,40.51,6629450076,Finance,Investment Bankers/Brokers/Service
NVR,"NVR, Inc.",1709.8,6635974882,Capital Goods,Homebuilding
FMX,Fomento Economico Mexicano S.A.B. de C.V.,93.04,6658363406,Consumer Non-Durables,Beverages (Production/Distribution)
RJF,"Raymond James Financial, Inc.",47.2,6667867394,Finance,Investment Bankers/Brokers/Service
AXTA,Axalta Coating Systems Ltd.,28.02,6677043861,Basic Industries,Paints/Coatings
ENDP,Endo International plc,30.03,6677523893,Health Care,Major Pharmaceuticals
LAMR,Lamar Advertising Company,60.01,6679499044,Consumer Services,Real Estate Investment Trusts
WRB,W.R. Berkley Corporation,54.5,6680977984,Finance,Property-Casualty Insurers
ASH,Ashland Inc.,105.69,6682252469,Consumer Durables,Specialty Chemicals
IDXX,"IDEXX Laboratories, Inc.",74.62,6688789202,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
YPF,YPF Sociedad Anonima,17.01,6690250609,Energy,Integrated oil Companies
VAL,Valspar Corporation (The),84.69,6697741510,Basic Industries,Paints/Coatings
PRE,PartnerRe Ltd.,140.52,6738234994,Finance,Accident &Health Insurance
QRVO,"Qorvo, Inc.",49.2,6745550010,Technology,Semiconductors
KKR,KKR & Co. L.P.,15.04,6756742079,Finance,Investment Managers
TMK,Torchmark Corporation,55.75,6760500837,Finance,Life Insurance
KT,KT Corporation,12.95,6762795827,Public Utilities,Telecommunications Equipment
CMA,Comerica Incorporated,38.85,6794012786,Finance,Major Banks
ADT,ADT Corporation,41.23,6815800360,Consumer Services,Diversified Commercial Services
WR,"Westar Energy, Inc.",48.14,6817711290,Public Utilities,Power Generation
BR,"Broadridge Financial Solutions, Inc.",57.38,6818687862,Miscellaneous,Business Services
HP,"Helmerich & Payne, Inc.",63.13,6818709115,Energy,Oil & Gas Production
AR,Antero Resources Corporation,24.62,6821250092,Energy,Oil & Gas Production
CNC,Centene Corporation,56.18,6834573574,Health Care,Medical Specialities
CDW,CDW Corporation,40.9,6860567759,Consumer Services,Catalog/Specialty Distribution
UGI,UGI Corporation,39.94,6866273917,Public Utilities,Natural Gas Distribution
UHAL,Amerco,350.74,6877235563,Consumer Services,Rental/Leasing Companies
APO,"Apollo Global Management, LLC",17.26,6898602712,Finance,Investment Managers
IRM,Iron Mountain Incorporated,32.62,6899397549,Consumer Services,Real Estate Investment Trusts
CCK,"Crown Holdings, Inc.",49.46,6905125389,Consumer Durables,Containers/Packaging
MSCI,MSCI Inc,70.23,6937755599,Miscellaneous,Business Services
FFIV,"F5 Networks, Inc.",100.93,6939302766,Technology,Computer Communications Equipment
XYL,Xylem Inc.,39.01,6962731370,Capital Goods,Fluid Controls
COO,"Cooper Companies, Inc. (The)",144.51,6992987456,Health Care,Ophthalmic Goods
ALB,Albemarle Corporation,62.43,7007809703,Basic Industries,Major Chemicals
IT,"Gartner, Inc.",85.16,7012075422,Consumer Services,Other Consumer Services
MHG,Marine Harvest ASA,15.61,7025197486,n/a,n/a
CIT,CIT Group Inc (DEL),34.89,7031674218,Finance,Finance: Consumer Services
CNCO,Cencosud S.A.,7.49,7062380823,Consumer Services,Department/Specialty Retail Stores
ETFC,E*TRADE Financial Corporation,25,7067716875,Finance,Savings Institutions
CDNS,"Cadence Design Systems, Inc.",23.17,7075144860,Technology,Computer Software: Prepackaged Software
CDK,"CDK Global, Inc.",45.66,7089919967,Miscellaneous,Business Services
WWAV,Whitewave Foods Company (The),40.27,7101368611,Consumer Non-Durables,Packaged Foods
CPT,Camden Property Trust,81.92,7121108255,Consumer Services,Real Estate Investment Trusts
SNPS,"Synopsys, Inc.",47.15,7144537326,Technology,Computer Software: Prepackaged Software
SLW,Silver Wheaton Corp,17.72,7150866963,Basic Industries,Precious Metals
VIPS,Vipshop Holdings Limited,12.3,7154199060,Consumer Services,Catalog/Specialty Distribution
NWSA,News Corporation,12.44,7220435424,Consumer Services,Newspapers/Magazines
GIL,"Gildan Activewear, Inc.",29.65,7223074719,Consumer Non-Durables,Apparel
WAB,Westinghouse Air Brake Technologies Corporation,78.67,7232185888,Capital Goods,Railroads
JAZZ,Jazz Pharmaceuticals plc,118.65,7259555519,Health Care,Major Pharmaceuticals
PVH,PVH Corp.,89.21,7310411403,Consumer Non-Durables,Apparel
VAR,"Varian Medical Systems, Inc.",76.73,7327910892,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SXL,Sunoco Logistics Partners LP,26.07,7354814957,Energy,Natural Gas Distribution
IHS,IHS Inc.,110.3,7405927057,Technology,"Computer Software: Programming, Data Processing"
OAK,"Oaktree Capital Group, LLC",48.18,7412999565,Finance,Investment Managers
WGP,"Western Gas Equity Partners, LP",33.93,7427934563,Public Utilities,Natural Gas Distribution
BRX,Brixmor Property Group Inc.,24.83,7427972143,Consumer Services,Real Estate Investment Trusts
CPG,Crescent Point Energy Corporation,14.7,7435342276,Energy,Oil & Gas Production
ATO,Atmos Energy Corporation,72.94,7447676994,Public Utilities,Oil/Gas Transmission
FSLR,"First Solar, Inc.",73.21,7450411121,Technology,Semiconductors
NI,"NiSource, Inc",23.33,7459575447,Public Utilities,Power Generation
SABR,Sabre Corporation,27.17,7477812795,Technology,"Computer Software: Programming, Data Processing"
SBNY,Signature Bank,140.45,7481916164,Finance,Major Banks
NYCB,"New York Community Bancorp, Inc.",15.43,7504500731,Finance,Banks
REG,Regency Centers Corporation,77.12,7527415054,Consumer Services,Real Estate Investment Trusts
AER,Aercap Holdings N.V.,38.41,7587228587,Technology,Diversified Commercial Services
HBAN,Huntington Bancshares Incorporated,9.55,7592490116,Finance,Major Banks
NWS,News Corporation,13.1,7603513187,Consumer Services,Newspapers/Magazines
AES,The AES Corporation,11.53,7606725353,Basic Industries,Electric Utilities: Central
MT,ArcelorMittal,4.57,7610842455,Basic Industries,Steel/Iron Ore
FLR,Fluor Corporation,54.79,7611298756,Basic Industries,Military/Government/Technical
MAA,"Mid-America Apartment Communities, Inc.",100.98,7617101649,Consumer Services,Real Estate Investment Trusts
LPL,"LG Display Co., Ltd.",10.68,7642943352,Capital Goods,Industrial Machinery/Components
Y,Alleghany Corporation,495.86,7658502164,Finance,Property-Casualty Insurers
DRE,Duke Realty Corporation,22.19,7675552288,Consumer Services,Real Estate Investment Trusts
UNM,Unum Group,32.14,7676851992,Finance,Accident &Health Insurance
NTAP,"NetApp, Inc.",26.66,7706950061,Technology,Electronic Components
Q,Quintiles Transitional Holdings Inc.,64.65,7718239797,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INGR,Ingredion Incorporated,107.44,7723539280,Consumer Non-Durables,Packaged Foods
AJG,Arthur J. Gallagher & Co.,43.71,7737850170,Finance,Specialty Insurers
GPN,Global Payments Inc.,59.9,7747973113,Miscellaneous,Business Services
MRO,Marathon Oil Corporation,11.45,7750352039,Energy,Oil & Gas Production
ANSS,"ANSYS, Inc.",87.98,7760273613,Technology,Computer Software: Prepackaged Software
MBT,Mobile TeleSystems OJSC,7.82,7776646428,Public Utilities,Telecommunications Equipment
VER,VEREIT Inc.,8.61,7790439896,Consumer Services,Real Estate Investment Trusts
ARMK,Aramark,32.31,7816044701,Consumer Services,Restaurants
GAS,"AGL Resources, Inc.",64.97,7821369595,Public Utilities,Oil/Gas Transmission
BG,Bunge Limited,55.59,7837047070,Consumer Non-Durables,Packaged Foods
RMD,ResMed Inc.,56,7842291296,Health Care,Medical/Dental Instruments
EEP,"Enbridge Energy, L.P.",18.36,7849554387,Energy,Natural Gas Distribution
WUBA,58.com Inc.,55.82,7900446747,Technology,"Computer Software: Programming, Data Processing"
RDY,Dr. Reddy&#39;s Laboratories Ltd,46.5,7933255865,Health Care,Major Pharmaceuticals
MBLY,Mobileye N.V.,36.89,7993891941,Technology,Computer Software: Prepackaged Software
WCN,"Waste Connections, Inc.",65.89,8064672045,Public Utilities,Environmental Services
BBBY,Bed Bath & Beyond Inc.,49.33,8069769056,Consumer Services,Home Furnishings
LULU,lululemon athletica inc.,62.8,8086102064,Consumer Non-Durables,Apparel
CIB,BanColombia S.A.,33.67,8096178773,Finance,Commercial Banks
PNW,Pinnacle West Capital Corporation,73.39,8146650785,Public Utilities,Electric Utilities: Central
RL,Ralph Lauren Corporation,97.11,8158670819,Consumer Non-Durables,Apparel
CF,"CF Industries Holdings, Inc.",35.05,8169543588,Basic Industries,Agricultural Chemicals
CX,Cemex S.A.B. de C.V.,6.5,8204733869,Capital Goods,Building Materials
BWA,BorgWarner Inc.,37.61,8222997408,Capital Goods,Auto Parts:O.E.M.
GRMN,Garmin Ltd.,39.59,8237784979,Capital Goods,Industrial Machinery/Components
LNT,Alliant Energy Corporation,72.64,8242133847,Public Utilities,Power Generation
ETE,"Energy Transfer Equity, L.P.",7.92,8274726163,Public Utilities,Natural Gas Distribution
TSS,"Total System Services, Inc.",45.32,8301209925,Miscellaneous,Business Services
RE,"Everest Re Group, Ltd.",194.74,8314298693,Finance,Property-Casualty Insurers
RAD,Rite Aid Corporation,7.99,8361241951,Health Care,Medical/Nursing Services
LEA,Lear Corporation,112.4,8370134524,Capital Goods,Auto Parts:O.E.M.
AVAL,Grupo Aval Acciones y Valores S.A.,7.54,8399943462,Finance,Commercial Banks
AEM,Agnico Eagle Mines Limited,38.04,8403075181,Basic Industries,Precious Metals
SNI,"Scripps Networks Interactive, Inc",65.3,8405026224,Consumer Services,Television Services
AGNCB,American Capital Agency Corp.,24.51,8491491534,Consumer Services,Real Estate Investment Trusts
XRAY,DENTSPLY SIRONA Inc.,60.82,8522222108,Health Care,Medical/Dental Instruments
FBHS,"Fortune Brands Home & Security, Inc.",54.16,8535258002,Basic Industries,Homebuilding
